CDSCode,School,Street,StreetAbr,City,Zip,State,EILCode,Virtual,Latitude,Longitude,LastUpDate,AddrZip,SmallZip,Address
37680560110114,Sycamore Ridge,5333 Old Carmel Valley Road,5333 Old Carmel Valley Rd.,San Diego,92130-2650,CA,ELEM,N,32.954011,-117.19998,2020-08-13,92130,92130.0,"5333 Old Carmel Valley Road, San Diego, CA, 92130"
37680560114686,Ocean Air,11444 Canter Heights Drive,11444 Canter Heights Dr.,San Diego,92130-6974,CA,ELEM,N,32.9281,-117.2147,2020-08-13,92130,92130.0,"11444 Canter Heights Drive, San Diego, CA, 92130"
37680566038111,Del Mar Heights Elementary,13555 Boquita Drive,13555 Boquita Dr.,Del Mar,92014-3453,CA,ELEM,N,32.945637,-117.24973,2020-08-13,92014,92014.0,"13555 Boquita Drive, Del Mar, CA, 92014"
37680566088983,Del Mar Hills Elementary,14085 Mango Drive,14085 Mango Dr.,Del Mar,92014-0640,CA,ELEM,N,32.954058,-117.24724,2020-08-13,92014,92014.0,"14085 Mango Drive, Del Mar, CA, 92014"
37680566110696,Carmel Del Mar Elementary,12345 Carmel Park Drive,12345 Carmel Park Dr.,San Diego,92130-2222,CA,ELEM,N,32.94087,-117.22955,2020-08-13,92130,92130.0,"12345 Carmel Park Drive, San Diego, CA, 92130"
37680566115620,Ashley Falls Elementary,13030 Ashley Falls Drive,13030 Ashley Falls Dr.,San Diego,92130-3717,CA,ELEM,N,32.957549,-117.20781,2020-08-13,92130,92130.0,"13030 Ashley Falls Drive, San Diego, CA, 92130"
37680566117923,Sage Canyon,5290 Harvest Run Drive,5290 Harvest Run Dr.,San Diego,92130-4875,CA,ELEM,N,32.925277,-117.20411,2020-08-13,92130,92130.0,"5290 Harvest Run Drive, San Diego, CA, 92130"
37680566120596,Torrey Hills,10830 Calle Mar de Mariposa,10830 Calle Mar de Mariposa,San Diego,92130-8657,CA,ELEM,N,32.913451,-117.2232,2020-08-13,92130,92130.0,"10830 Calle Mar de Mariposa, San Diego, CA, 92130"
37680806038145,Paul Ecke-Central Elementary,185 Union Street,185 Union St.,Encinitas,92024-2119,CA,ELEM,N,33.058062,-117.29703,2019-07-12,92024,92024.0,"185 Union Street, Encinitas, CA, 92024"
37680806038152,Ocean Knoll Elementary,910 Melba Road,910 Melba Rd.,Encinitas,92024-3901,CA,ELEM,N,33.039889,-117.2725,2020-08-13,92024,92024.0,"910 Melba Road, Encinitas, CA, 92024"
37680806066989,Capri Elementary,941 Capri Road,941 Capri Rd.,Encinitas,92024-1214,CA,ELEM,N,33.076064,-117.28846,2019-02-13,92024,92024.0,"941 Capri Road, Encinitas, CA, 92024"
37680806095046,Park Dale Lane Elementary,2050 Park Dale Lane,2050 Park Dale Ln.,Encinitas,92024-4324,CA,ELEM,N,33.046392,-117.24311,2020-08-13,92024,92024.0,"2050 Park Dale Lane, Encinitas, CA, 92024"
37680806099402,Flora Vista Elementary,1690 Wandering Road,1690 Wandering Rd.,Encinitas,92024-2417,CA,ELEM,N,33.055334,-117.25288,2020-08-13,92024,92024.0,"1690 Wandering Road, Encinitas, CA, 92024"
37680806106132,La Costa Heights Elementary,3035 Levante Street,3035 Levante St.,Carlsbad,92009-8331,CA,ELEM,N,33.080785,-117.24484,2020-08-13,92009,92009.0,"3035 Levante Street, Carlsbad, CA, 92009"
37680806108534,Mission Estancia Elementary,3330 Calle Barcelona,3330 Calle Barcelona,Carlsbad,92009-9319,CA,ELEM,N,33.072276,-117.23533,2020-08-13,92009,92009.0,"3330 Calle Barcelona, Carlsbad, CA, 92009"
37680806112445,Olivenhain Pioneer Elementary,8000 Calle Acervo,8000 Calle Acervo,Carlsbad,92009-8900,CA,ELEM,N,33.064891,-117.23227,2020-08-13,92009,92009.0,"8000 Calle Acervo, Carlsbad, CA, 92009"
37680806117709,El Camino Creek Elementary,7885 Paseo Aliso,7885 Paseo Aliso,Carlsbad,92009-9028,CA,ELEM,N,33.077016,-117.25892,2020-08-13,92009,92009.0,"7885 Paseo Aliso, Carlsbad, CA, 92009"
37680980101535,Heritage K-8 Charter,1855 East Valley Parkway,1855 East Valley Pkwy.,Escondido,92027-2517,CA,ELEM,N,33.136223,-117.05448,2020-08-13,92027,92027.0,"1855 East Valley Parkway, Escondido, CA, 92027"
37680980102590,Bear Valley Middle,3003 Bear Valley Parkway,3003 Bear Valley Pkwy.,Escondido,92025-7618,CA,INTMIDJR,N,33.083711,-117.05634,2020-08-13,92025,92025.0,"3003 Bear Valley Parkway, Escondido, CA, 92025"
37680980102608,Farr Avenue Elementary,933 Farr Avenue,933 Farr Ave.,Escondido,92026-3121,CA,ELEM,N,33.138769,-117.0776,2019-02-13,92026,92026.0,"933 Farr Avenue, Escondido, CA, 92026"
37680980107862,Reidy Creek Elementary,2869 North Broadway,2869 North Broadway,Escondido,92026-8802,CA,ELEM,N,33.17259,-117.08928,2020-08-24,92026,92026.0,"2869 North Broadway, Escondido, CA, 92026"
37680980107870,Bernardo Elementary,1122 Mountain Heights Drive,1122 Mountain Heights Dr.,Escondido,92029-5634,CA,ELEM,N,33.084707,-117.09137,2020-08-13,92029,92029.0,"1122 Mountain Heights Drive, Escondido, CA, 92029"
37680980131813,Quantum Academy,420 North Falconer Road,420 North Falconer Rd.,Escondido,92027-5331,CA,INTMIDJR,N,33.143614,-117.03501,2020-08-13,92027,92027.0,"420 North Falconer Road, Escondido, CA, 92027"
37680980133991,Epiphany Prep Charter,725 North Escondido Boulevard,725 North Escondido Blvd.,Escondido,92025-1703,CA,ELEM,N,33.127935,-117.08955,2019-02-13,92025,92025.0,"725 North Escondido Boulevard, Escondido, CA, 92025"
37680986038178,Central Elementary,122 West Fourth Avenue,122 West Fourth Ave.,Escondido,92025-4134,CA,ELEM,N,33.118835,-117.07991,2020-08-24,92025,92025.0,"122 West Fourth Avenue, Escondido, CA, 92025"
37680986038186,Conway Elementary,1325 Conway Drive,1325 Conway Dr.,Escondido,92027-1629,CA,ELEM,N,33.146289,-117.07398,2020-08-13,92027,92027.0,"1325 Conway Drive, Escondido, CA, 92027"
37680986038194,Del Dios Academy of Arts and Sciences,1400 West Ninth Avenue,1400 West Ninth Ave.,Escondido,92025-2204,CA,INTMIDJR,N,33.11037,-117.10117,2020-08-13,92025,92025.0,"1400 West Ninth Avenue, Escondido, CA, 92025"
37680986038202,Felicita Elementary,737 West 13th Avenue,737 West 13th Ave.,Escondido,92025-5510,CA,ELEM,N,33.106493,-117.08245,2020-08-13,92025,92025.0,"737 West 13th Avenue, Escondido, CA, 92025"
37680986038210,Mission Middle,939 East Mission Avenue,939 East Mission Ave.,Escondido,92026-2216,CA,INTMIDJR,N,33.13394,-117.07324,2020-08-13,92026,92026.0,"939 East Mission Avenue, Escondido, CA, 92026"
37680986038228,Juniper Elementary,1809 South Juniper Street,1809 South Juniper St.,Escondido,92025-6240,CA,ELEM,N,33.105286,-117.06731,2020-08-13,92025,92025.0,"1809 South Juniper Street, Escondido, CA, 92025"
37680986038236,Lincoln Elementary,1029 North Broadway,1029 North Broadway,Escondido,92026-3043,CA,ELEM,N,33.134291,-117.08714,2020-08-24,92026,92026.0,"1029 North Broadway, Escondido, CA, 92026"
37680986038244,Oak Hill Elementary,1820 Oak Hill Drive,1820 Oak Hill Dr.,Escondido,92027-1629,CA,ELEM,N,33.12953,-117.05125,2020-08-13,92027,92027.0,"1820 Oak Hill Drive, Escondido, CA, 92027"
37680986038251,Rose Elementary,906 North Rose Avenue,906 North Rose Ave.,Escondido,92027-1629,CA,ELEM,N,33.143321,-117.0659,2020-08-13,92027,92027.0,"906 North Rose Avenue, Escondido, CA, 92027"
37680986038939,Glen View Elementary,2201 East Mission Avenue,2201 East Mission Ave.,Escondido,92027-1629,CA,ELEM,N,33.146627,-117.05374,2019-08-13,92027,92027.0,"2201 East Mission Avenue, Escondido, CA, 92027"
37680986038947,Orange Glen Elementary,2861 Valley Parkway,2861 Valley Pkwy.,Escondido,92027-2930,CA,ELEM,N,33.145429,-117.03605,2020-08-13,92027,92027.0,"2861 Valley Parkway, Escondido, CA, 92027"
37680986066997,Miller Elementary,1975 Miller Avenue,1975 Miller Ave.,Escondido,92025-5932,CA,ELEM,N,33.09646,-117.07896,2020-08-13,92025,92025.0,"1975 Miller Avenue, Escondido, CA, 92025"
37680986093215,Hidden Valley Middle,2700 Reed Road,2700 Reed Rd.,Escondido,92027-1629,CA,INTMIDJR,N,33.133732,-117.03329,2020-08-13,92027,92027.0,"2700 Reed Road, Escondido, CA, 92027"
37680986102750,North Broadway Elementary,2301 North Broadway,2301 North Broadway,Escondido,92026-1412,CA,ELEM,N,33.161048,-117.09293,2020-08-24,92026,92026.0,"2301 North Broadway, Escondido, CA, 92026"
37680986105944,Rincon Middle,925 Lehner Avenue,925 Lehner Ave.,Escondido,92026-1512,CA,INTMIDJR,N,33.157721,-117.08255,2020-08-24,92026,92026.0,"925 Lehner Avenue, Escondido, CA, 92026"
37680986107882,L. R. Green Elementary,3115 Las Palmas Avenue,3115 Las Palmas Ave.,Escondido,92025-7300,CA,ELEM,N,33.086003,-117.05973,2020-08-13,92025,92025.0,"3115 Las Palmas Avenue, Escondido, CA, 92025"
37680986110381,Pioneer Elementary,980 North Ash Street,980 North Ash St.,Escondido,92027-1629,CA,ELEM,N,33.138286,-117.07223,2019-02-13,92027,92027.0,"980 North Ash Street, Escondido, CA, 92027"
37680986111769,Rock Springs Elementary,1155 Deodar Road,1155 Deodar Rd.,Escondido,92026-2200,CA,ELEM,N,33.13701,-117.1059,2020-08-13,92026,92026.0,"1155 Deodar Road, Escondido, CA, 92026"
37680986116776,Classical Academy,2950 South Bear Valley Parkway,2950 South Bear Valley Pkwy.,Escondido,92025-7446,CA,ELEM,C,33.0844,-117.0555,2020-08-13,92025,92025.0,"2950 South Bear Valley Parkway, Escondido, CA, 92025"
37681060111195,Classical Academy High,207 East Pennsylvania Avenue,207 East Pennsylvania Ave.,Escondido,92025-2808,CA,HS,C,33.124186,-117.08057,2020-08-13,92025,92025.0,"207 East Pennsylvania Avenue, Escondido, CA, 92025"
37681060127241,Del Lago Academy - Campus of Applied Science,1740 Scenic Trail Way,1740 Scenic Trail Way,Escondido,92029-4211,CA,HS,C,33.096589,-117.10349,2019-02-13,92029,92029.0,"1740 Scenic Trail Way, Escondido, CA, 92029"
37681060137034,Audeo Charter School III,200 East Via Rancho Parkway,200 East Via Rancho Pkwy.,Escondido,92025-8006,CA,ELEMHIGH,N,33.070485,-117.06492,2020-08-13,92025,92025.0,"200 East Via Rancho Parkway, Escondido, CA, 92025"
37681063730025,Escondido Adult,220 West Crest,220 West Crest,Escondido,92025,CA,A,C,33.131196,-117.08846,2020-07-16,92025,92025.0,"220 West Crest, Escondido, CA, 92025"
37681063730058,San Pasqual High,3300 Bear Valley Parkway,3300 Bear Valley Pkwy.,Escondido,92025-7636,CA,HS,C,33.077688,-117.05724,2019-02-13,92025,92025.0,"3300 Bear Valley Parkway, Escondido, CA, 92025"
37681063731023,Escondido Charter High,1868 East Valley Parkway,1868 East Valley Pkwy.,Escondido,92027-2525,CA,HS,C,33.136449,-117.05426,2020-08-13,92027,92027.0,"1868 East Valley Parkway, Escondido, CA, 92027"
37681063732054,Valley High (Continuation),410 North Hidden Trails Road,410 North Hidden Trails Rd.,Escondido,92027-5333,CA,HS,C,33.142244,-117.02326,2019-07-12,92027,92027.0,"410 North Hidden Trails Road, Escondido, CA, 92027"
37681063732062,Escondido High,1535 North Broadway,1535 North Broadway,Escondido,92026-2015,CA,HS,C,33.144413,-117.09028,2019-02-13,92026,92026.0,"1535 North Broadway, Escondido, CA, 92026"
37681063735313,Orange Glen High,2200 Glen Ridge Road,2200 Glen Ridge Rd.,Escondido,92027-4115,CA,HS,C,33.129474,-117.038,2020-08-14,92027,92027.0,"2200 Glen Ridge Road, Escondido, CA, 92027"
37681140115519,Santa Margarita Academy,400 West Elder Street,400 West Elder St.,Fallbrook,92028-2108,CA,INTMIDJR,N,33.380281,-117.25397,2020-08-13,92028,92028.0,"400 West Elder Street, Fallbrook, CA, 92028"
37681140131920,Maie Ellis Elementary,400 West Elder Street,400 West Elder St.,Fallbrook,92028-2108,CA,ELEM,N,33.380281,-117.25397,2019-02-13,92028,92028.0,"400 West Elder Street, Fallbrook, CA, 92028"
37681140133967,Mike Choate Early Childhood Education Center,407 South Mission Road,407 South Mission Rd.,Fallbrook,92028-2898,CA,PS,N,33.377188,-117.25407,2018-08-13,92028,92028.0,"407 South Mission Road, Fallbrook, CA, 92028"
37681146038269,La Paloma Elementary,300 Heald Lane,300 Heald Ln.,Fallbrook,92028-2108,CA,ELEM,N,33.378156,-117.23539,2020-08-13,92028,92028.0,"300 Heald Lane, Fallbrook, CA, 92028"
37681146038277,James E. Potter Intermediate,1743 Reche Road,1743 Reche Rd.,Fallbrook,92028-2108,CA,INTMIDJR,N,33.369188,-117.22164,2020-08-13,92028,92028.0,"1743 Reche Road, Fallbrook, CA, 92028"
37681146038285,Fallbrook STEM Academy,405 West Fallbrook Street,405 West Fallbrook St.,Fallbrook,92028-2108,CA,ELEM,N,33.376687,-117.25531,2020-08-13,92028,92028.0,"405 West Fallbrook Street, Fallbrook, CA, 92028"
37681146038301,Mary Fay Pendleton Elementary,110 Marine Drive,110 Marine Dr.,Oceanside,92058-8234,CA,ELEM,N,33.323361,-117.31057,2020-08-13,92058,92058.0,"110 Marine Drive, Oceanside, CA, 92058"
37681146096515,San Onofre Elementary,200 Pate Road,200 Pate Rd.,San Clemente,92672-2517,CA,ELEM,N,33.390408,-117.57875,2020-08-13,92672,92672.0,"200 Pate Road, San Clemente, CA, 92672"
37681146096911,Fallbrook Homeschool Academy,300 Heald Lane,300 Heald Ln.,Fallbrook,92028-2108,CA,ELEM,N,33.378171,-117.23546,2020-08-13,92028,92028.0,"300 Heald Lane, Fallbrook, CA, 92028"
37681146109524,Live Oak Elementary,1978 Reche Road,1978 Reche Rd.,Fallbrook,92028-2108,CA,ELEM,N,33.369178,-117.2174,2020-08-13,92028,92028.0,"1978 Reche Road, Fallbrook, CA, 92028"
37681146116420,William H. Frazier Elementary,1835 Gum Tree Lane,1835 Gum Tree Ln.,Fallbrook,92028-2108,CA,ELEM,N,33.387442,-117.22413,2020-08-13,92028,92028.0,"1835 Gum Tree Lane, Fallbrook, CA, 92028"
37681223730967,Oasis High (Alternative),2208 South Stage Coach Lane,2208 South Stage Coach Ln.,Fallbrook,92028-4500,CA,HS,C,33.351956,-117.23611,2020-08-13,92028,92028.0,"2208 South Stage Coach Lane, Fallbrook, CA, 92028"
37681223732179,Fallbrook High,2400 South Stage Coach Lane,2400 South Stage Coach Ln.,Fallbrook,92028-4429,CA,HS,C,33.349505,-117.24137,2020-09-08,92028,92028.0,"2400 South Stage Coach Lane, Fallbrook, CA, 92028"
37681223732195,Ivy High (Continuation),1056 Winterhaven Road,1056 Winterhaven Rd.,Fallbrook,92028-4500,CA,HS,C,33.347369,-117.23808,2020-08-13,92028,92028.0,"1056 Winterhaven Road, Fallbrook, CA, 92028"
37681300128793,MERIT Academy,1600 North Cuyamaca Street,1600 North Cuyamaca St.,El Cajon,92020-1109,CA,HS,C,32.816861,-116.97965,2020-08-13,92020,92020.0,"1600 North Cuyamaca Street, El Cajon, CA, 92020"
37681300128819,REACH Academy,230 Jamacha Road,230 Jamacha Rd.,El Cajon,92019-2359,CA,HS,C,32.793343,-116.93536,2020-08-13,92019,92019.0,"230 Jamacha Road, El Cajon, CA, 92019"
37681300132548,IDEA Center,1600 North Cuyamaca Street,1600 North Cuyamaca St.,El Cajon,92020-1187,CA,HS,C,32.816861,-116.97965,2020-08-13,92020,92020.0,"1600 North Cuyamaca Street, El Cajon, CA, 92020"
37681300139063,The Learning Choice Academy - East County,4215 Spring Street Suite 104,4215 Spring St. Ste. 104,La Mesa,91941-7965,CA,ELEMHIGH,N,32.755668,-117.01354,2020-08-13,91941,91941.0,"4215 Spring Street Suite 104, La Mesa, CA, 91941"
37681303730066,Valhalla High,1725 Hillsdale Road,1725 Hillsdale Rd.,El Cajon,92019-3742,CA,HS,C,32.762192,-116.92037,2020-09-09,92019,92019.0,"1725 Hillsdale Road, El Cajon, CA, 92019"
37681303730199,Foothills Adult Education Center,1550 Melody Lane,1550 Melody Ln.,El Cajon,92019-2015,CA,A,C,32.79713,-116.92436,2018-08-17,92019,92019.0,"1550 Melody Lane, El Cajon, CA, 92019"
37681303730249,El Cajon Adult Center,1075 East Madison Avenue,1075 East Madison Ave.,El Cajon,92021-6226,CA,A,C,32.80016,-116.94594,2019-08-13,92021,92021.0,"1075 East Madison Avenue, El Cajon, CA, 92021"
37681303730256,Steele Canyon Adult Center,12440 Campo Road,12440 Campo Rd.,Spring Valley,91978-2331,CA,A,C,32.730297,-116.92517,2018-08-17,91978,91978.0,"12440 Campo Road, Spring Valley, CA, 91978"
37681303730702,West Hills High,8756 Mast Boulevard,8756 Mast Blvd.,Santee,92071-2046,CA,HS,C,32.849846,-117.01297,2020-08-13,92071,92071.0,"8756 Mast Boulevard, Santee, CA, 92071"
37681303731262,Steele Canyon High,12440 Campo Road,12440 Campo Rd.,Spring Valley,91978-2331,CA,HS,C,32.730297,-116.92517,2020-08-13,91978,91978.0,"12440 Campo Road, Spring Valley, CA, 91978"
37681303731486,Elite Academy,230 Jamacha Boulevard,230 Jamacha Blvd.,El Cajon,92019-2359,CA,HS,C,32.793615,-116.93495,2020-08-13,92019,92019.0,"230 Jamacha Boulevard, El Cajon, CA, 92019"
37681303731536,Grossmont Middle College High,8800 Grossmont College Drive,8800 Grossmont College Dr.,El Cajon,92020-1765,CA,HS,C,32.814927,-117.00889,2017-07-19,92020,92020.0,"8800 Grossmont College Drive, El Cajon, CA, 92020"
37681303731692,El Cajon Valley High,1035 East Madison Avenue,1035 East Madison Ave.,El Cajon,92021-6226,CA,HS,C,32.800133,-116.94728,2020-08-13,92021,92021.0,"1035 East Madison Avenue, El Cajon, CA, 92021"
37681303731809,El Capitan High,10410 Ashwood Street,10410 Ashwood St.,Lakeside,92040-2406,CA,HS,C,32.868106,-116.91489,2020-08-13,92040,92040.0,"10410 Ashwood Street, Lakeside, CA, 92040"
37681303732336,Granite Hills High,1719 East Madison Avenue,1719 East Madison Ave.,El Cajon,92019-1052,CA,HS,C,32.800159,-116.91681,2020-08-13,92019,92019.0,"1719 East Madison Avenue, El Cajon, CA, 92019"
37681303732419,Grossmont Adult,1550 Melody Lane,1550 Melody Ln.,El Cajon,92019,CA,A,C,32.79713,-116.92436,2020-08-25,92019,92019.0,"1550 Melody Lane, El Cajon, CA, 92019"
37681303732559,Chaparral High,1600 North Cuyamaca Street,1600 North Cuyamaca St.,El Cajon,92020-1187,CA,HS,C,32.816896,-116.9797,2020-08-13,92020,92020.0,"1600 North Cuyamaca Street, El Cajon, CA, 92020"
37681303732625,Grossmont High,1100 Murray Drive,1100 Murray Dr.,La Mesa,91944-1043,CA,HS,C,32.78067,-116.98498,2020-08-13,91944,91944.0,"1100 Murray Drive, La Mesa, CA, 91944"
37681303732732,Helix High,7323 University Avenue,7323 University Ave.,La Mesa,91941-6055,CA,HS,C,32.755905,-117.03981,2019-02-13,91941,91941.0,"7323 University Avenue, La Mesa, CA, 91941"
37681303734548,Monte Vista High,3230 Sweetwater Springs Boulevard,3230 Sweetwater Springs Blvd.,Spring Valley,91977-6934,CA,HS,C,32.738087,-116.97221,2020-08-13,91977,91977.0,"3230 Sweetwater Springs Boulevard, Spring Valley, CA, 91977"
37681303734761,Mount Miguel High,8585 Blossom Lane,8585 Blossom Ln.,Spring Valley,91977-3765,CA,HS,C,32.724917,-117.01689,2020-08-13,91977,91977.0,"8585 Blossom Lane, Spring Valley, CA, 91977"
37681303737905,Santana High,9915 North Magnolia Avenue,9915 North Magnolia Ave.,Santee,92071-1903,CA,HS,C,32.857284,-116.97097,2020-08-13,92071,92071.0,"9915 North Magnolia Avenue, Santee, CA, 92071"
37681556038319,Jamul Elementary,14567 Lyons Valley Road,14567 Lyons Valley Rd.,Jamul,91935-3324,CA,ELEM,N,32.730137,-116.85456,2020-08-13,91935,91935.0,"14567 Lyons Valley Road, Jamul, CA, 91935"
37681556097182,Oak Grove Middle,14344 Olive Vista Drive,14344 Olive Vista Dr.,Jamul,91935-3223,CA,INTMIDJR,N,32.722358,-116.86159,2020-08-13,91935,91935.0,"14344 Olive Vista Drive, Jamul, CA, 91935"
37681556117303,Greater San Diego Academy,14545 Lyons Valley Road,14545 Lyons Valley Rd.,Jamul,91935-3208,CA,ELEMHIGH,N,32.728998,-116.85615,2019-07-25,91935,91935.0,"14545 Lyons Valley Road, Jamul, CA, 91935"
37681630128421,Harbor Springs Charter,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,ELEMHIGH,N,33.078652,-116.59486,2020-08-13,92036,92036.0,"1704 Cape Horn, Julian, CA, 92036"
37681630137109,Diego Valley East Public Charter,511 North Second Street,511 North Second St.,El Cajon,92021-6449,CA,HS,N,32.800703,-116.93542,2020-08-13,92021,92021.0,"511 North Second Street, El Cajon, CA, 92021"
37681630138156,JCS - Mountain Oaks,539 Encinitas Boulevard,539 Encinitas Blvd.,Encinitas,92024-3748,CA,ELEM,N,33.045335,-117.27987,2020-08-13,92024,92024.0,"539 Encinitas Boulevard, Encinitas, CA, 92024"
37681630138628,JCS - Cedar Cove,777 Santa Fe,777 Santa Fe,Encinitas,92024-3840,CA,ELEMHIGH,N,33.035868,-117.27597,2020-08-13,92024,92024.0,"777 Santa Fe, Encinitas, CA, 92024"
37681630139402,Brookfield Engineering Science Technology Academy,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,ELEMHIGH,F,33.078652,-116.59486,2019-11-04,92036,92036.0,"1704 Cape Horn, Julian, CA, 92036"
37681633731239,Julian Charter,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,ELEMHIGH,N,33.07808,-116.59581,2020-08-13,92036,92036.0,"1704 Cape Horn, Julian, CA, 92036"
37681636038327,Julian Elementary,1704 Cape Horn,1704 Cape Horn,Julian,92036-0337,CA,ELEM,N,33.07808,-116.59581,2020-08-15,92036,92036.0,"1704 Cape Horn, Julian, CA, 92036"
37681636105845,Julian Junior High,1704 Cape Horn,1704 Cape Horn,Julian,92036-0337,CA,INTMIDJR,N,33.07808,-116.59581,2020-08-15,92036,92036.0,"1704 Cape Horn, Julian, CA, 92036"
37681713733219,Julian High,1656 Highway 78,1656 Highway 78,Julian,92036-0417,CA,HS,N,33.076465,-116.59451,2020-08-13,92036,92036.0,"1656 Highway 78, Julian, CA, 92036"
37681890129288,Eucalyptus Hills Elementary,11838 Valle Vista Road,11838 Valle Vista Rd.,Lakeside,92040-1046,CA,ELEM,N,32.892434,-116.94779,2019-08-23,92040,92040.0,"11838 Valle Vista Road, Lakeside, CA, 92040"
37681890130740,Lakeside Early Advantage Preschool,12824 Lakeshore Drive,12824 Lakeshore Dr.,Lakeside,92040-3206,CA,PS,N,32.859273,-116.91472,2018-03-14,92040,92040.0,"12824 Lakeshore Drive, Lakeside, CA, 92040"
37681893731072,River Valley Charter,9707 1/2 Marilla Drive,9707 1/2 Marilla Dr.,Lakeside,92040-2868,CA,HS,N,32.853156,-116.94065,2019-02-13,92040,92040.0,"9707 1/2 Marilla Drive, Lakeside, CA, 92040"
37681896038343,Lakeside Farms Elementary,11915 Lakeside Avenue,11915 Lakeside Ave.,Lakeside,92040-0578,CA,ELEM,N,32.867036,-116.93598,2020-08-13,92040,92040.0,"11915 Lakeside Avenue, Lakeside, CA, 92040"
37681896038350,Lakeside Middle,11833 Woodside Avenue,11833 Woodside Ave.,Lakeside,92040-0578,CA,INTMIDJR,N,32.85513,-116.93804,2019-02-13,92040,92040.0,"11833 Woodside Avenue, Lakeside, CA, 92040"
37681896038368,Lakeview Elementary,9205 Lakeview Road,9205 Lakeview Rd.,Lakeside,92040-0578,CA,ELEM,N,32.843603,-116.90428,2019-02-13,92040,92040.0,"9205 Lakeview Road, Lakeside, CA, 92040"
37681896038376,Lindo Park Elementary,12824 Lakeshore Drive,12824 Lakeshore Dr.,Lakeside,92040-0578,CA,ELEM,N,32.859031,-116.91443,2020-08-13,92040,92040.0,"12824 Lakeshore Drive, Lakeside, CA, 92040"
37681896038384,Riverview Elementary,9308 Winter Gardens Boulevard,9308 Winter Gardens Blvd.,Lakeside,92040-4539,CA,ELEM,N,32.846449,-116.93109,2019-08-22,92040,92040.0,"9308 Winter Gardens Boulevard, Lakeside, CA, 92040"
37681896038392,Winter Gardens Elementary,8501 Pueblo Road,8501 Pueblo Rd.,Lakeside,92040-5406,CA,ELEM,N,32.831458,-116.93122,2019-08-23,92040,92040.0,"8501 Pueblo Road, Lakeside, CA, 92040"
37681896085047,Tierra del Sol Middle,9611 Petite Lane,9611 Petite Ln.,Lakeside,92040-4317,CA,INTMIDJR,N,32.854481,-116.91164,2019-02-13,92040,92040.0,"9611 Petite Lane, Lakeside, CA, 92040"
37681896107742,Lakeside Union Alternative Education,9308 Winter Gardens Boulevard,9308 Winter Gardens Blvd.,Lakeside,92040-3015,CA,ELEM,N,32.847282,-116.9317,2020-08-13,92040,92040.0,"9308 Winter Gardens Boulevard, Lakeside, CA, 92040"
37681896110092,Lemon Crest Elementary,12463 Lemon Crest Drive,12463 Lemon Crest Dr.,Lakeside,92040-0578,CA,ELEM,N,32.85228,-116.92172,2019-02-13,92040,92040.0,"12463 Lemon Crest Drive, Lakeside, CA, 92040"
37681896120901,Barona Indian Charter,1095 Barona Road,1095 Barona Rd.,Lakeside,92040-1541,CA,ELEM,N,32.933084,-116.8772,2020-08-13,92040,92040.0,"1095 Barona Road, Lakeside, CA, 92040"
37681970115543,Quest Academy,8805 Tyler Street,8805 Tyler St.,Spring Valley,91977-3336,CA,INTMIDJR,N,32.730135,-117.00817,2019-02-13,91977,91977.0,"8805 Tyler Street, Spring Valley, CA, 91977"
37681970132290,La Mesa Arts Academy,4200 Parks Avenue,4200 Parks Ave.,La Mesa,91942-6212,CA,INTMIDJR,N,32.75519,-117.03025,2020-08-13,91942,91942.0,"4200 Parks Avenue, La Mesa, CA, 91942"
37681970132431,"Science, Technology, Engineering, Arts, and Math Academy at La Presa",1001 Leland Street,1001 Leland St.,Spring Valley,91977-4819,CA,INTMIDJR,N,32.712351,-117.00522,2020-08-13,91977,91977.0,"1001 Leland Street, Spring Valley, CA, 91977"
37681970132951,Trust Blended Learning,9009 Park Placeaza Drive,9009 Park Pl.aza Dr.,La Mesa,91942-3400,CA,ELEM,V,32.790456,-117.00419,2020-08-13,91942,91942.0,"9009 Park Placeaza Drive, La Mesa, CA, 91942"
37681970134155,Spring Valley Academy,3900 Conrad Drive,3900 Conrad Dr.,Spring Valley,91977-1437,CA,INTMIDJR,N,32.750413,-116.98775,2020-08-13,91977,91977.0,"3900 Conrad Drive, Spring Valley, CA, 91977"
37681970136408,Sparrow Academy,4207 Spring Gardens Road,4207 Spring Gardens Rd.,La Mesa,91941-2030,CA,ELEM,N,32.756024,-117.01271,2020-08-13,91941,91941.0,"4207 Spring Gardens Road, La Mesa, CA, 91941"
37681976038400,Avondale Elementary,8401 Stansbury Street,8401 Stansbury St.,Spring Valley,91977-3737,CA,ELEM,N,32.719139,-117.01727,2020-08-13,91977,91977.0,"8401 Stansbury Street, Spring Valley, CA, 91977"
37681976038418,Bancroft Elementary,8805 Tyler Street,8805 Tyler St.,Spring Valley,91977-3336,CA,ELEM,N,32.730135,-117.00817,2020-08-13,91977,91977.0,"8805 Tyler Street, Spring Valley, CA, 91977"
37681976038434,Casa de Oro Elementary,10227 Ramona Drive,10227 Ramona Dr.,Spring Valley,91977-1720,CA,ELEM,N,32.747767,-116.97276,2020-08-13,91977,91977.0,"10227 Ramona Drive, Spring Valley, CA, 91977"
