,EILName,Latitude,Longitude,Address,Zipcode,"School, District",DistrictName,CumulativeEnrollment,Median family income (dollars),Mean family income (dollars),"Health insurance coverage, % of civilian pop",No health insurance for civilian pop,No health insurance coverage %,Worked at home,Population 16+,Children of the household 6-17,"Households with income $0-34,999","Households with income $35,000-99,999","Households with income $100,000+",Percent Increase,Absolute Increase Standardized,predictions
368,Intermediate/Middle/Junior High,32.980105,-117.02769,"14640 Tierra Bonita Road,Poway,CA,92064",92064,"Twin Peaks Middle, Poway Unified",Poway Unified,1257.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
369,Elementary,33.017454,-117.03971,"16711 Martincoit Road,Poway,CA,92064",92064,"Painted Rock Elementary, Poway Unified",Poway Unified,691.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
370,Elementary,32.98141,-117.02771,"14678 Tierra Bonita Road,Poway,CA,92064",92064,"Tierra Bonita Elementary, Poway Unified",Poway Unified,483.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
371,Elementary,33.023731,-117.04995,"17250 Tannin Drive,Poway,CA,92064",92064,"Chaparral Elementary, Poway Unified",Poway Unified,857.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
372,High School,33.039022,-116.86397,"720 Ninth Street,Ramona,CA,92065",92065,"Future Bound Independent Study Secondary, Ramona City Unified",Ramona City Unified,53.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
373,Elementary-High Combination,33.026764,-116.87845,"1010 Ramona Street,Ramona,CA,92065",92065,"Mountain Valley Academy, Ramona City Unified",Ramona City Unified,268.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
374,Elementary,33.026764,-116.87845,"1010 Ramona Street,Ramona,CA,92065",92065,"Ramona Community Montessori, Ramona City Unified",Ramona City Unified,269.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
375,High School,33.039022,-116.86397,"720 Ninth Street,Ramona,CA,92065",92065,"Montecito High (Continuation), Ramona City Unified",Ramona City Unified,186.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
376,High School,33.025724,-116.86867,"1401 Hanson Lane,Ramona,CA,92065",92065,"Ramona High, Ramona City Unified",Ramona City Unified,1578.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
377,Elementary,33.018565,-116.89073,"2520 Boundary Avenue,Ramona,CA,92065",92065,"Hanson Elementary, Ramona City Unified",Ramona City Unified,601.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
378,Elementary,33.04261,-116.86452,"415 Eighth Street,Ramona,CA,92065",92065,"Ramona Elementary, Ramona City Unified",Ramona City Unified,483.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
379,Elementary,33.007843,-116.79124,"24908 Abalar Way,Ramona,CA,92065",92065,"James Dukes Elementary, Ramona City Unified",Ramona City Unified,576.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
380,Elementary-High Combination,33.025724,-116.87161,"1521 Hanson Lane,Ramona,CA,92065",92065,"Olive Peirce Middle, Ramona City Unified",Ramona City Unified,899.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
381,Elementary,33.031043,-116.95661,"17427 Archie Moore Road,Ramona,CA,92065",92065,"Mt. Woodson Elementary, Ramona City Unified",Ramona City Unified,496.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
382,Elementary,33.01808,-116.8121,"23925 Couna Way,Ramona,CA,92065",92065,"Barnett Elementary, Ramona City Unified",Ramona City Unified,484.0,86865.0,107292.0,88.0,4521.0,12.0,1352.0,30477.0,5594.0,1835.0,5196.0,5059.0,60.59,0.003379597729435312,0
383,Elementary,33.021758,-117.20694,"5927 La Granada,Rancho Santa Fe,CA,92067",92067,"R. Roger Rowe Elementary, Rancho Santa Fe Elementary",Rancho Santa Fe Elementary,387.0,151154.0,202346.0,93.4,595.0,6.6,756.0,7662.0,1439.0,517.0,679.0,1798.0,35.9,0.0018271991647089533,0
384,Intermediate/Middle/Junior High,33.021758,-117.20694,"5927 La Granada,Rancho Santa Fe,CA,92067",92067,"R. Roger Rowe Middle, Rancho Santa Fe Elementary",Rancho Santa Fe Elementary,222.0,151154.0,202346.0,93.4,595.0,6.6,756.0,7662.0,1439.0,517.0,679.0,1798.0,35.9,0.0018271991647089533,0
385,Elementary,32.997084,-117.19246,"6570 El Apajo,Rancho Santa Fe,CA,92067",92067,"Solana Santa Fe Elementary, Solana Beach Elementary",Solana Beach Elementary,337.0,151154.0,202346.0,93.4,595.0,6.6,756.0,7662.0,1439.0,517.0,679.0,1798.0,35.9,0.0018271991647089533,0
386,High School,32.719461,-117.15366,"1405 Park Boulevard,San Diego,CA,92101",92101,"San Diego International Studies, San Diego Unified",San Diego Unified,1277.0,95780.0,138631.0,90.4,3346.0,9.6,2173.0,36390.0,695.0,7767.0,7913.0,6676.0,39.08,0.004918933773014564,2
387,High School,32.719461,-117.15366,"1405 Park Boulevard,San Diego,CA,92101",92101,"San Diego Business/Leadership, San Diego Unified",San Diego Unified,591.0,95780.0,138631.0,90.4,3346.0,9.6,2173.0,36390.0,695.0,7767.0,7913.0,6676.0,39.08,0.004918933773014564,2
388,High School,32.719461,-117.15366,"1405 Park Boulevard,San Diego,CA,92101",92101,"San Diego Science and Technology, San Diego Unified",San Diego Unified,834.0,95780.0,138631.0,90.4,3346.0,9.6,2173.0,36390.0,695.0,7767.0,7913.0,6676.0,39.08,0.004918933773014564,2
389,High School,32.718735,-117.14953,"1255 16th Street,San Diego,CA,92101",92101,"Garfield High, San Diego Unified",San Diego Unified,435.0,95780.0,138631.0,90.4,3346.0,9.6,2173.0,36390.0,695.0,7767.0,7913.0,6676.0,39.08,0.004918933773014564,2
390,Elementary,32.724215,-117.1667,"1789 State Street,San Diego,CA,92101",92101,"Washington Elementary, San Diego Unified",San Diego Unified,377.0,95780.0,138631.0,90.4,3346.0,9.6,2173.0,36390.0,695.0,7767.0,7913.0,6676.0,39.08,0.004918933773014564,2
391,High School,32.752163,-117.07694,"4191 Colts Way,San Diego,CA,92115",92115,"Crawford High, San Diego Unified",San Diego Unified,1240.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
392,Elementary,32.753027,-117.08953,"4877 Orange Avenue,San Diego,CA,92115",92115,"Ibarra Elementary, San Diego Unified",San Diego Unified,634.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
393,High School,32.755352,-117.09761,"4474 El Cajon Boulevard,San Diego,CA,92115",92115,"Hoover High, San Diego Unified",San Diego Unified,2337.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
394,Elementary,32.763509,-117.05796,"6506 Solita Avenue,San Diego,CA,92115",92115,"Clay Elementary, San Diego Unified",San Diego Unified,340.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
395,Elementary,32.771216,-117.07974,"5420 Montezuma Road,San Diego,CA,92115",92115,"Hardy Elementary, San Diego Unified",San Diego Unified,371.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
396,Elementary,32.768355,-117.06227,"4961 64th Street,San Diego,CA,92115",92115,"Language Academy, San Diego Unified",San Diego Unified,1155.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
397,Elementary,32.747808,-117.05444,"6620 Marlowe Drive,San Diego,CA,92115",92115,"Rolando Park Elementary, San Diego Unified",San Diego Unified,220.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
398,Intermediate/Middle/Junior High,32.75662,-117.0793,"4345 54th Street,San Diego,CA,92115",92115,"Mann Middle, San Diego Unified",San Diego Unified,850.0,54657.0,75651.0,86.2,8955.0,13.8,1809.0,54429.0,6989.0,8078.0,9107.0,4122.0,25.88,0.003251942898087417,1
399,Elementary,32.71876,-117.12318,"1240 33rd Street,San Diego,CA,92102",92102,"Golden Hill K-8, San Diego Unified",San Diego Unified,491.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
400,Intermediate/Middle/Junior High,32.716935,-117.08861,"1110 Carolina Lane,San Diego,CA,92102",92102,"Millennial Tech Middle, San Diego Unified",San Diego Unified,514.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
401,Elementary,32.710528,-117.09784,"401 North 45th Street,San Diego,CA,92102",92102,"Chollas/Mead Elementary, San Diego Unified",San Diego Unified,637.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
402,Elementary,32.712278,-117.08621,"5050 Guymon Street,San Diego,CA,92102",92102,"Horton Elementary, San Diego Unified",San Diego Unified,444.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
403,Elementary,32.708405,-117.1439,"301 22nd Street,San Diego,CA,92102",92102,"Sherman Elementary, San Diego Unified",San Diego Unified,671.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
404,Elementary,32.724157,-117.09239,"4801 Elm Street,San Diego,CA,92102",92102,"Webster Elementary, San Diego Unified",San Diego Unified,281.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
405,Elementary,32.708732,-117.13288,"321 Hoitt Street,San Diego,CA,92102",92102,"Kimbrough Elementary, San Diego Unified",San Diego Unified,447.0,41565.0,62317.0,78.3,9545.0,21.7,961.0,34832.0,6627.0,5655.0,6496.0,2303.0,24.11,0.004851860358291226,1
406,Elementary,32.747185,-117.11183,"3735 38th Street,San Diego,CA,92105",92105,"Cherokee Point Elementary, San Diego Unified",San Diego Unified,510.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
407,Elementary,32.742094,-117.1027,"4271 Myrtle Avenue,San Diego,CA,92105",92105,"Joyner Elementary, San Diego Unified",San Diego Unified,743.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
408,Elementary,32.739196,-117.07105,"3251 Juanita Street,San Diego,CA,92105",92105,"Carver Elementary, San Diego Unified",San Diego Unified,269.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
409,Elementary,32.751484,-117.10716,"4063 Polk Avenue,San Diego,CA,92105",92105,"Central Elementary, San Diego Unified",San Diego Unified,838.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
410,Elementary,32.752319,-117.09226,"4166 Euclid Avenue,San Diego,CA,92105",92105,"Euclid Elementary, San Diego Unified",San Diego Unified,686.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
411,Elementary,32.736135,-117.10096,"2807 Fairmount Avenue,San Diego,CA,92105",92105,"Hamilton Elementary, San Diego Unified",San Diego Unified,666.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
412,Elementary,32.750942,-117.08361,"4080 52nd Street,San Diego,CA,92105",92105,"Fay Elementary, San Diego Unified",San Diego Unified,820.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
413,Elementary,32.742345,-117.08638,"3550 Altadena Avenue,San Diego,CA,92105",92105,"Marshall Elementary, San Diego Unified",San Diego Unified,648.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
414,Elementary,32.732601,-117.0797,"2606 54th Street,San Diego,CA,92105",92105,"Oak Park Elementary, San Diego Unified",San Diego Unified,562.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
415,Elementary,32.723626,-117.11303,"1755 Rowan Street,San Diego,CA,92105",92105,"Rowan Elementary, San Diego Unified",San Diego Unified,202.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
416,Intermediate/Middle/Junior High,32.753259,-117.11195,"3838 Orange Avenue,San Diego,CA,92105",92105,"Wilson Middle, San Diego Unified",San Diego Unified,1005.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
417,Intermediate/Middle/Junior High,32.740317,-117.10004,"4388 Thorn Street,San Diego,CA,92105",92105,"Clark Middle, San Diego Unified",San Diego Unified,1430.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
418,Elementary,32.745833,-117.09748,"4510 Landis Street,San Diego,CA,92105",92105,"Rosa Parks Elementary, San Diego Unified",San Diego Unified,1201.0,41703.0,54828.0,82.3,12901.0,17.7,1112.0,55407.0,12119.0,9562.0,9180.0,2797.0,35.97,0.0059920226686158784,1
419,Elementary,32.761139,-117.11376,"3750 Ward Road,San Diego,CA,92116",92116,"Normal Heights Elementary, San Diego Unified",San Diego Unified,412.0,80253.0,102000.0,88.7,3856.0,11.3,1397.0,30296.0,2278.0,3586.0,8171.0,4924.0,26.77,0.0017494058621600212,0
420,Elementary,32.76156,-117.11786,"4672 35th Street,San Diego,CA,92116",92116,"Adams Elementary, San Diego Unified",San Diego Unified,314.0,80253.0,102000.0,88.7,3856.0,11.3,1397.0,30296.0,2278.0,3586.0,8171.0,4924.0,26.77,0.0017494058621600212,0
421,Elementary,32.75806,-117.104,"4481 Copeland Avenue,San Diego,CA,92116",92116,"Franklin Elementary, San Diego Unified",San Diego Unified,397.0,80253.0,102000.0,88.7,3856.0,11.3,1397.0,30296.0,2278.0,3586.0,8171.0,4924.0,26.77,0.0017494058621600212,0
422,Elementary,32.7583,-117.13512,"4487 Oregon Street,San Diego,CA,92116",92116,"Garfield Elementary, San Diego Unified",San Diego Unified,327.0,80253.0,102000.0,88.7,3856.0,11.3,1397.0,30296.0,2278.0,3586.0,8171.0,4924.0,26.77,0.0017494058621600212,0
423,Intermediate/Middle/Junior High,32.838063,-117.17514,"5095 Arvinels Avenue,San Diego,CA,92117",92117,"Innovation Middle, San Diego Unified",San Diego Unified,518.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
424,Elementary,32.823298,-117.19419,"4431 Mount Herbert Avenue,San Diego,CA,92117",92117,"John Muir Language Academy, San Diego Unified",San Diego Unified,203.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
425,Elementary-High Combination,32.803799,-117.19929,"3401 Clairemont Drive,San Diego,CA,92117",92117,"Whittier K-12, San Diego Unified",San Diego Unified,63.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
426,Elementary-High Combination,32.820017,-117.1861,"4350 Mount Everest Boulevard,San Diego,CA,92117",92117,"Mt. Everest Academy, San Diego Unified",San Diego Unified,325.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
427,High School,32.807111,-117.20332,"4150 Ute Drive,San Diego,CA,92117",92117,"Clairemont High, San Diego Unified",San Diego Unified,948.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
428,Intermediate/Middle/Junior High,32.835962,-117.182,"5050 Conrad Avenue,San Diego,CA,92117",92117,"Creative Performing and Media Arts, San Diego Unified",San Diego Unified,958.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
429,High School,32.831046,-117.17568,"4833 Doliva Drive,San Diego,CA,92117",92117,"Madison High, San Diego Unified",San Diego Unified,1007.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
430,Elementary,32.832311,-117.22046,"4680 Hidalgo Avenue,San Diego,CA,92117",92117,"Alcott Elementary, San Diego Unified",San Diego Unified,203.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
431,Elementary,32.822127,-117.21453,"4370 Kamloop Avenue,San Diego,CA,92117",92117,"Cadman Elementary, San Diego Unified",San Diego Unified,202.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
432,Elementary,32.832971,-117.19927,"4375 Bannock Avenue,San Diego,CA,92117",92117,"Field Elementary, San Diego Unified",San Diego Unified,322.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
433,Elementary,32.838493,-117.18864,"4750 Lehrer Drive,San Diego,CA,92117",92117,"Hawthorne Elementary, San Diego Unified",San Diego Unified,261.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
434,Elementary,32.827552,-117.16914,"6125 Printwood Way,San Diego,CA,92117",92117,"Lafayette Elementary, San Diego Unified",San Diego Unified,285.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
435,Elementary,32.828397,-117.17864,"4690 Limerick Avenue,San Diego,CA,92117",92117,"Sequoia Elementary, San Diego Unified",San Diego Unified,199.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
436,Elementary,32.80064,-117.20929,"3350 Baker Street,San Diego,CA,92117",92117,"Toler Elementary, San Diego Unified",San Diego Unified,280.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
437,Elementary,32.836074,-117.20321,"4050 Appleton Street,San Diego,CA,92117",92117,"Whitman Elementary, San Diego Unified",San Diego Unified,129.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
438,Intermediate/Middle/Junior High,32.808054,-117.20111,"3799 Clairemont Drive,San Diego,CA,92117",92117,"Marston Middle, San Diego Unified",San Diego Unified,689.0,85150.0,101931.0,88.7,6291.0,11.3,1797.0,46470.0,5745.0,4580.0,9210.0,7003.0,25.9,0.0017000215192597375,1
439,High School,32.751221,-117.19481,"3939 Conde Street,San Diego,CA,92110",92110,"iHigh Virtual Academy, San Diego Unified",San Diego Unified,76.0,72472.0,100127.0,91.0,2493.0,9.0,1353.0,24635.0,2385.0,3064.0,4642.0,3335.0,20.73,0.0016237061091942358,0
440,High School,32.750337,-117.19342,"2375 Congress Street Suite 4,San Diego,CA,92110",92110,"TRACE, San Diego Unified",San Diego Unified,610.0,72472.0,100127.0,91.0,2493.0,9.0,1353.0,24635.0,2385.0,3064.0,4642.0,3335.0,20.73,0.0016237061091942358,0
441,Elementary,32.786443,-117.20399,"2433 Denver Street,San Diego,CA,92110",92110,"Bay Park Elementary, San Diego Unified",San Diego Unified,518.0,72472.0,100127.0,91.0,2493.0,9.0,1353.0,24635.0,2385.0,3064.0,4642.0,3335.0,20.73,0.0016237061091942358,0
442,Elementary,32.74754,-117.20804,"3251 Rosecrans Street,San Diego,CA,92110",92110,"Dewey Elementary, San Diego Unified",San Diego Unified,443.0,72472.0,100127.0,91.0,2493.0,9.0,1353.0,24635.0,2385.0,3064.0,4642.0,3335.0,20.73,0.0016237061091942358,0
443,Elementary,32.783766,-117.18851,"5055 July Street,San Diego,CA,92110",92110,"Longfellow K-8, San Diego Unified",San Diego Unified,723.0,72472.0,100127.0,91.0,2493.0,9.0,1353.0,24635.0,2385.0,3064.0,4642.0,3335.0,20.73,0.0016237061091942358,0
444,Elementary-High Combination,32.715329,-117.15725,"4100 Normal Street, Annex 14,San Diego,CA,92103",92103,"Home & Hosp/Transition Support, San Diego Unified",San Diego Unified,541.0,102437.0,145954.0,93.5,2197.0,6.5,2149.0,31458.0,1711.0,4052.0,7486.0,6433.0,13.43,0.0012079598194417954,2
445,Elementary,32.755275,-117.14875,"4345 Campus Avenue,San Diego,CA,92103",92103,"Birney Elementary, San Diego Unified",San Diego Unified,693.0,102437.0,145954.0,93.5,2197.0,6.5,2149.0,31458.0,1711.0,4052.0,7486.0,6433.0,13.43,0.0012079598194417954,2
446,Elementary,32.748814,-117.16391,"3914 First Avenue,San Diego,CA,92103",92103,"Florence Elementary, San Diego Unified",San Diego Unified,253.0,102437.0,145954.0,93.5,2197.0,6.5,2149.0,31458.0,1711.0,4052.0,7486.0,6433.0,13.43,0.0012079598194417954,2
447,Elementary,32.749893,-117.17562,"1425 Washington Place,San Diego,CA,92103",92103,"Grant K-8, San Diego Unified",San Diego Unified,768.0,102437.0,145954.0,93.5,2197.0,6.5,2149.0,31458.0,1711.0,4052.0,7486.0,6433.0,13.43,0.0012079598194417954,2
448,Intermediate/Middle/Junior High,32.740202,-117.14746,"3366 Park Boulevard,San Diego,CA,92103",92103,"Roosevelt International Middle, San Diego Unified",San Diego Unified,1043.0,102437.0,145954.0,93.5,2197.0,6.5,2149.0,31458.0,1711.0,4052.0,7486.0,6433.0,13.43,0.0012079598194417954,2
449,Elementary,32.906344,-117.15512,"7825 Flanders Drive,San Diego,CA,92126",92126,"Jonas Salk Elementary, San Diego Unified",San Diego Unified,698.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
450,High School,32.910904,-117.14037,"10510 Marauder Way,San Diego,CA,92126",92126,"Mira Mesa High, San Diego Unified",San Diego Unified,2549.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
451,Elementary,32.906112,-117.13948,"10340 San Ramon Drive,San Diego,CA,92126",92126,"Mason Elementary, San Diego Unified",San Diego Unified,583.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
452,Elementary,32.927749,-117.13565,"11174 Westonhill Drive,San Diego,CA,92126",92126,"Ericson Elementary, San Diego Unified",San Diego Unified,715.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
453,Elementary,32.914994,-117.15224,"10850 Montongo Street,San Diego,CA,92126",92126,"Hickman Elementary, San Diego Unified",San Diego Unified,452.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
454,Elementary,32.925833,-117.14979,"11230 Avenida del Gato,San Diego,CA,92126",92126,"Sandburg Elementary, San Diego Unified",San Diego Unified,561.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
455,Elementary,32.912841,-117.12669,"9225 Hillery Drive,San Diego,CA,92126",92126,"Walker Elementary, San Diego Unified",San Diego Unified,473.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
456,Intermediate/Middle/Junior High,32.905408,-117.12646,"9230 Gold Coast Drive,San Diego,CA,92126",92126,"Wangenheim Middle, San Diego Unified",San Diego Unified,973.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
457,Intermediate/Middle/Junior High,32.913729,-117.15613,"10810 Parkdale Avenue,San Diego,CA,92126",92126,"Challenger Middle, San Diego Unified",San Diego Unified,979.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
458,Elementary,32.920514,-117.12094,"9750 Galvin Avenue,San Diego,CA,92126",92126,"Hage Elementary, San Diego Unified",San Diego Unified,757.0,96996.0,109036.0,93.1,5416.0,6.9,2157.0,67755.0,9923.0,3344.0,10111.0,11055.0,27.7,0.0014759058372075863,2
459,High School,32.825282,-117.10407,"5156 Santo Road,San Diego,CA,92124",92124,"Serra High, San Diego Unified",San Diego Unified,1547.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
460,Elementary,32.829402,-117.09678,"5450 La Cuenta Drive,San Diego,CA,92124",92124,"Tierrasanta Elementary, San Diego Unified",San Diego Unified,538.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
461,Elementary,32.818568,-117.10756,"4343 Shields Street,San Diego,CA,92124",92124,"Miller Elementary, San Diego Unified",San Diego Unified,869.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
462,Elementary,32.805301,-117.108,"3303 Taussig Street,San Diego,CA,92124",92124,"Hancock Elementary, San Diego Unified",San Diego Unified,734.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
